Avenger,THF,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Boxx,BLM,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Jahy,DRK,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Kashmere,BRD,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Kelde,SMN,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Kercil,WHM,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Nam,BLM,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Nils,THF,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Ravenn,BLM,05/08/2025,17:27:46,Garlaige_Citadel,Serket
Vinzo,THF,05/08/2025,17:27:46,Garlaige_Citadel,Serket
