Aleinn,WHM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Binggus,WHM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Byakua,PLD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Cannon,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Cinnisbellum,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Clynt,PLD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Daveman,WHM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Deeteez,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Dooter,RDM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Gordge,PLD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Kersed,RDM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Konn,BLM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Kwech,RDM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Leob,BRD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Lockon,THF,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Nils,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Nohope,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Notix,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Omnico,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Pringles,BLM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Ridz,RDM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Roxxaramu,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Saki,PLD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Saladd,SMN,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Sirlancealot,PLD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Sonomaaa,BLM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Thoranir,BRD,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
Xruz,RDM,05/10/2025,12:29:37,Uleguerand_Range,Jormungand
