Druin,RDM,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Kersed,RDM,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Kwech,PLD,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Neistar,SMN,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Nils,THF,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Roxxaramu,WHM,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
Veyron,MNK,12/09/2024,19:30:30,Rolanberry_Fields,Ruinous Rocs
