Ayr,SMN,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Bobbo,BRD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Boshed,THF,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Caile,DRK,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Druin,WHM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Felesiea,THF,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Galathea,BRD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Kersed,RDM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Konn,BLM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Lockon,THF,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Murfbones,PLD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Nils,SMN,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Osopi,BLM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Saki,WAR,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Savok,BRD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Sirlancealot,PLD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Smurv,BLM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Sonomaa,RDM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Synergy,DRG,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Therin,SMN,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Thoranir,BRD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Vear,PLD,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Vinzo,THF,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Volan,WHM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
Zazel,BLM,02/05/2025,10:35:48,Dragons_Aery,Fafnir/Nidhogg
