Ayr,SMN,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Banzai,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Bobbo,BRD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Boshed,THF,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Chino,NONE,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Cinnisbellum,WHM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Clyntjr,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Daveman,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Falsta,PLD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Felesiea,THF,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Gameisbutt,MNK,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Hatashy,BRD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Jinnkidd,SMN,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Kashmere,BRD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Kersed,RDM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Konn,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Kro,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Neon,SMN,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Nicoqp,BRD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Nils,THF,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Pringles,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Saladd,WHM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Seraphine,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Sirlancealot,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Smurv,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Therin,SMN,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Thoranir,BRD,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Twisp,BLM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
Zazel,RDM,02/20/2025,14:41:28,Dragons_Aery,Fafnir/Nidhogg
